output:ms6_aab001 timestep:0.001000 sim_time:200.000000 thermostat_temperature:150.000000 relaxation_time:20.000000 mode:1 lattice_size:4 lattice_spacing:1.500000 cutoff_radius:150.000000 
                time        total_energy      kinetic_energy    potential_energy          temprature
       45.6840000000       28.9544488249       28.9544488249        0.0000000000      135.7239924393
       45.8250000000       28.9758449631       28.9758449631        0.0000000000      135.8242868468
       45.9660000000       28.9970907851       28.9970907851        0.0000000000      135.9238766477
       46.1070000000       29.0181873472       29.0181873472        0.0000000000      136.0227667923
       46.2480000000       29.0391356979       29.0391356979        0.0000000000      136.1209621958
       46.3890000000       29.0599368783       29.0599368783        0.0000000000      136.2184677391
       46.5300000000       29.0805919226       29.0805919226        0.0000000000      136.3152882686
       46.6710000000       29.1011018572       29.1011018572        0.0000000000      136.4114285970
       46.8120000000       29.1214677018       29.1214677018        0.0000000000      136.5068935028
       46.9530000000       29.1416904685       29.1416904685        0.0000000000      136.6016877312
       47.0940000000       29.1617711625       29.1617711625        0.0000000000      136.6958159939
       47.2350000000       29.1817107820       29.1817107820        0.0000000000      136.7892829696
       47.3760000000       29.2015103181       29.2015103181        0.0000000000      136.8820933041
       47.5170000000       29.2211707548       29.2211707548        0.0000000000      136.9742516106
       47.6580000000       29.2406930695       29.2406930695        0.0000000000      137.0657624697
       47.7990000000       29.2600782324       29.2600782324        0.0000000000      137.1566304301
       47.9400000000       29.2793272072       29.2793272072        0.0000000000      137.2468600083
       48.0810000000       29.2984409505       29.2984409505        0.0000000000      137.3364556893
       48.2220000000       29.3174204125       29.3174204125        0.0000000000      137.4254219264
       48.3630000000       29.3362665366       29.3362665366        0.0000000000      137.5137631416
       48.5040000000       29.3549802594       29.3549802594        0.0000000000      137.6014837261
       48.6450000000       29.3735625112       29.3735625112        0.0000000000      137.6885880400
       48.7860000000       29.3920142155       29.3920142155        0.0000000000      137.7750804128
       48.9270000000       29.4103362896       29.4103362896        0.0000000000      137.8609651436
       49.0680000000       29.4285296441       29.4285296441        0.0000000000      137.9462465014
       49.2090000000       29.4465951833       29.4465951833        0.0000000000      138.0309287250
       49.3500000000       29.4645338053       29.4645338053        0.0000000000      138.1150160237
       49.4910000000       29.4823464015       29.4823464015        0.0000000000      138.1985125770
       49.6320000000       29.5000338575       29.5000338575        0.0000000000      138.2814225350
       49.7730000000       29.5175970523       29.5175970523        0.0000000000      138.3637500190
       49.9140000000       29.5350368590       29.5350368590        0.0000000000      138.4454991209
       50.0550000000       29.5523541443       29.5523541443        0.0000000000      138.5266739042
       50.1960000000       29.5695497691       29.5695497691        0.0000000000      138.6072784035
       50.3370000000       29.5866245881       29.5866245881        0.0000000000      138.6873166255
       50.4780000000       29.6035794500       29.6035794500        0.0000000000      138.7667925484
       50.6190000000       29.6204151974       29.6204151974        0.0000000000      138.8457101226
       50.7600000000       29.6371326674       29.6371326674        0.0000000000      138.9240732706
       50.9010000000       29.6537326907       29.6537326907        0.0000000000      139.0018858876
       51.0420000000       29.6702160924       29.6702160924        0.0000000000      139.0791518413
       51.1830000000       29.6865836920       29.6865836920        0.0000000000      139.1558749721
       51.3240000000       29.7028363030       29.7028363030        0.0000000000      139.2320590935
       51.4650000000       29.7189747332       29.7189747332        0.0000000000      139.3077079925
       51.6060000000       29.7349997847       29.7349997847        0.0000000000      139.3828254290
       51.7470000000       29.7509122541       29.7509122541        0.0000000000      139.4574151368
